tmax,tmin,tmed,year
286.5,280.3,283.4,2015
288.0,280.6,284.3,2015
289.9,283.1,286.5,2015
292.6,281.1,286.9,2015
295.0,281.1,288.1,2015
293.7,280.9,287.3,2015
293.6,279.8,286.7,2015
292.7,278.4,285.6,2015
293.1,278.9,286.0,2015
292.3,277.9,285.1,2015
292.6,278.4,285.5,2015
290.3,279.1,284.7,2015
290.3,276.7,283.5,2015
289.3,275.4,282.3,2015
289.6,274.9,282.2,2015
292.2,278.6,285.4,2015
292.7,279.6,286.2,2015
292.6,285.4,289.0,2016
293.8,284.7,289.2,2016
291.9,282.8,287.3,2016
288.9,285.5,287.2,2016
290.2,284.3,287.2,2016
285.4,283.0,284.2,2016
294.6,283.4,289.0,2016
296.6,285.6,291.1,2016
297.2,286.1,291.7,2016
295.7,284.4,290.1,2016
296.2,281.0,288.6,2016
297.2,280.6,288.9,2016
295.8,278.2,287.0,2016
292.2,277.7,285.0,2016
293.6,279.0,286.3,2016
292.9,278.8,285.8,2016
286.8,282.0,284.4,2016
287.0,281.6,284.3,2016
284.8,276.8,280.8,2016
283.2,273.8,278.5,2016
284.4,272.2,278.3,2016
287.4,276.9,282.1,2016
286.2,276.5,281.4,2016
287.7,276.0,281.9,2016
287.5,276.1,281.8,2016
290.2,280.4,285.3,2016
287.5,276.4,281.9,2016
288.0,276.1,282.1,2016
287.8,275.0,281.4,2016
289.7,277.2,283.5,2016
286.8,275.9,281.3,2016
293.4,280.4,286.9,2017
294.5,284.6,289.6,2017
292.1,281.5,286.8,2017
294.9,280.2,287.6,2017
297.5,283.3,290.4,2017
297.3,280.5,288.9,2017
298.2,280.9,289.6,2017
300.6,285.1,292.9,2017
296.3,283.9,290.1,2017
295.4,281.3,288.3,2017
292.9,280.9,286.9,2017
290.5,281.0,285.8,2017
291.8,281.9,286.8,2017
290.5,281.2,285.9,2017
290.7,280.3,285.5,2017
289.2,279.8,284.5,2017
288.5,278.3,283.4,2017
287.7,276.2,282.0,2017
288.9,275.2,282.1,2017
286.4,276.9,281.6,2017
284.8,274.0,279.4,2017
288.2,275.1,281.7,2017
290.3,276.4,283.3,2017
291.1,275.8,283.4,2017
286.3,275.8,281.0,2017
287.7,274.7,281.2,2017
287.4,273.6,280.5,2017
290.8,274.1,282.4,2017
291.1,276.6,283.9,2017
292.2,279.2,285.7,2017
289.6,276.9,283.2,2017
292.9,285.1,289.0,2018
295.0,285.0,290.0,2018
295.5,284.3,289.9,2018
295.5,283.4,289.4,2018
296.5,282.1,289.3,2018
295.7,280.5,288.1,2018
290.1,281.5,285.8,2018
284.8,277.5,281.1,2018
282.6,274.3,278.4,2018
282.7,273.8,278.2,2018
280.1,276.1,278.1,2018
284.0,276.1,280.1,2018
286.4,274.4,280.4,2018
289.9,278.6,284.2,2018
289.1,276.8,282.9,2018
287.6,274.7,281.2,2018
282.4,279.3,280.8,2018
283.8,278.3,281.0,2018
287.0,278.4,282.7,2018
283.3,278.3,280.8,2018
285.5,276.3,280.9,2018
284.5,281.1,282.8,2018
287.3,282.2,284.8,2018
285.3,281.0,283.1,2018
290.2,280.4,285.3,2018
288.7,280.2,284.5,2018
288.8,282.0,285.4,2018
288.8,282.1,285.4,2018
288.2,280.5,284.4,2018
285.7,279.9,282.8,2018
285.1,280.9,283.0,2018
286.2,278.9,282.6,2019
288.3,276.8,282.5,2019
284.1,280.0,282.1,2019
283.9,280.4,282.1,2019
289.9,278.6,284.2,2019
292.1,278.6,285.4,2019
293.9,278.0,285.9,2019
294.0,279.2,286.6,2019
294.2,282.1,288.2,2019
289.7,280.4,285.1,2019
292.2,279.5,285.9,2019
294.7,285.3,290.0,2019
293.8,285.2,289.5,2019
291.3,285.1,288.2,2019
289.5,283.8,286.6,2019
287.2,281.3,284.2,2019
286.1,279.4,282.8,2019
287.0,277.4,282.2,2019
285.2,276.8,281.0,2019
285.0,275.2,280.1,2019
283.9,273.9,278.9,2019
283.1,275.8,279.4,2019
284.9,274.6,279.8,2019
286.0,274.3,280.1,2019
288.2,280.4,284.3,2019
282.4,275.3,278.8,2019
282.4,275.8,279.1,2019
282.7,271.9,277.3,2019
279.7,271.6,275.7,2019
283.6,274.6,279.1,2019
282.4,271.4,276.9,2019
296.4,277.6,287.0,2020
293.4,285.9,289.6,2020
288.6,282.4,285.5,2020
290.2,283.0,286.6,2020
288.4,279.6,284.0,2020
288.5,276.8,282.6,2020
285.9,279.4,282.6,2020
285.8,277.8,281.8,2020
288.1,276.0,282.1,2020
289.2,279.8,284.5,2020
290.7,279.2,285.0,2020
292.9,278.3,285.6,2020
293.4,278.5,285.9,2020
293.2,279.6,286.4,2020
292.4,279.5,285.9,2020
287.2,282.3,284.8,2020
283.3,280.4,281.8,2020
288.8,281.2,285.0,2020
292.9,283.5,288.2,2020
287.4,280.3,283.8,2020
288.3,280.1,284.2,2020
288.2,279.1,283.7,2020
289.3,278.4,283.8,2020
288.2,275.8,282.0,2020
288.5,277.5,283.0,2020
288.0,276.8,282.4,2020
287.3,276.9,282.1,2020
287.9,282.5,285.2,2020
290.7,281.4,286.1,2020
289.4,278.6,284.0,2020
290.7,276.9,283.8,2020
296.8,281.7,289.2,2021
294.9,283.3,289.1,2021
292.5,282.0,287.2,2021
293.1,278.3,285.7,2021
292.7,275.9,284.3,2021
293.4,276.1,284.8,2021
294.1,280.2,287.2,2021
293.1,276.1,284.6,2021
292.6,277.5,285.1,2021
286.8,283.2,285.0,2021
292.2,286.5,289.4,2021
291.3,286.6,288.9,2021
290.0,279.8,284.9,2021
286.2,277.0,281.6,2021
284.2,276.6,280.4,2021
284.9,274.8,279.8,2021
284.6,274.5,279.6,2021
286.2,274.2,280.2,2021
287.0,274.3,280.6,2021
291.1,277.5,284.3,2021
289.3,276.1,282.7,2021
288.7,276.1,282.4,2021
288.3,275.2,281.8,2021
291.1,278.8,284.9,2021
289.5,277.9,283.7,2021
289.2,276.7,283.0,2021
287.2,277.5,282.4,2021
285.7,273.9,279.8,2021
287.4,276.6,282.0,2021
286.5,275.7,281.1,2021
287.1,276.5,281.8,2021
